,ph,Turbidity,pH_Type,Turbidity_Type,Potability
766,8.92814208,4.111101546,1,1,0
767,6.9203428989999995,3.266213475,0,1,1
768,10.53809844,3.8230926760000004,1,1,0
769,5.7293029120000005,3.5563948119999997,0,1,0
770,5.335688809,3.9219763810000003,0,1,0
772,6.769834881,3.655789569,0,1,1
773,6.8483296010000005,3.732202018,0,1,1
777,8.589202344,4.041445671,1,1,0
778,8.473649323,3.4878163069999997,1,1,1
779,7.5913460939999995,4.515150114,1,1,1
780,8.137767882999999,5.003825786,1,0,1
781,5.35256598,4.779187009,0,1,0
782,7.998090254,2.626546784,1,1,1
783,11.89807803,3.0249684869999998,1,1,0
784,7.442536475,2.191138422,1,1,1
785,5.140800528,4.1922574489999995,0,1,0
787,6.947915534,3.685079273,0,1,1
788,9.622105987000001,3.9755718489999996,1,1,0
789,5.361211666,1.81252894,0,1,0
790,4.909518983,3.785506644,0,1,0
791,6.376408434,5.404045772999999,0,0,0
792,3.94012546,3.478004808,0,1,0
793,6.916825973,4.598622246000001,0,1,1
794,9.146557556,3.2108819389999996,1,1,0
795,10.26841472,5.1998645880000005,1,0,0
796,8.787667941,3.489945595,1,1,0
797,7.36876853,3.813881276,1,1,1
798,9.352719752999999,3.398264165,1,1,0
799,9.393148442000001,4.665681059,1,1,0
800,7.296572875,4.679168643,1,1,1
801,8.900864697000001,4.51875067,1,1,0
802,8.107244312999999,4.688271256,1,1,1
803,7.804368874,4.075556975,1,1,1
804,4.666148131,4.556863752,0,1,0
805,10.90507641,3.7202643789999996,1,1,0
806,4.739548767,2.942348225,0,1,0
807,9.869231935,4.736849577,1,1,0
809,5.827541212000001,3.1791287410000004,0,1,0
810,0.989912213,5.160603788,0,0,0
812,9.485832873,3.2211298189999997,1,1,0
813,6.435722717000001,4.925339107,0,1,0
814,6.365497241,5.125416576,0,0,0
816,5.452214926,5.19053381,0,0,0
818,5.4334662389999995,2.871196031,0,1,0
819,7.374775414,3.592264728,1,1,1
821,5.2269418839999995,2.259550289,0,1,0
822,4.594209164,4.9179098869999995,0,1,0
823,6.784133024,5.035822844,0,0,1
824,6.400256164,4.561493819,0,1,0
825,6.8394158979999995,2.854526552,0,1,1
826,6.9018634489999995,4.047907292,0,1,1
828,7.888843574,3.630523985,1,1,1
829,5.527633483,4.59113705,0,1,0
830,6.492403122000001,4.3833946919999995,0,1,0
831,6.684699737000001,4.030659831,0,1,1
833,6.223677775,3.919575057,0,1,0
834,4.758648347,4.4055087639999995,0,1,0
835,7.440825031,2.496342612,1,1,1
836,8.054885744,3.514097775,1,1,1
837,7.061830972,4.299018587,1,1,1
839,7.611609817000001,2.87326121,1,1,1
840,4.691438315,2.7307922739999997,0,1,0
841,8.064170137,3.246077223,1,1,1
842,4.292966858,2.8049235830000003,0,1,0
843,7.865756954,3.738618343,1,1,1
844,9.085637102,2.544020276,1,1,0
845,6.5924425079999995,3.0608273539999997,0,1,1
846,7.032818726,3.6333732889999997,1,1,1
847,8.990317233999999,4.494544339,1,1,0
848,8.561218924,2.8138885989999998,1,1,0
849,6.739157692,5.214484016,0,0,1
851,6.492627157,3.378778493,0,1,0
852,6.753128352999999,5.102516757,0,0,1
853,5.039373609,4.957419783,0,1,0
854,8.296344056,5.4008107889999994,1,0,1
855,5.455599352,4.476348715,0,1,0
856,7.918183321,4.764193594,1,1,1
857,5.01804587,5.035153707,0,0,0
858,6.495435285,3.39047054,0,1,0
860,8.783167623999999,4.274136884,1,1,0
862,8.159666704,2.957194849,1,1,1
863,7.6853968429999995,4.179187128,1,1,1
864,7.762020745,3.256301329,1,1,1
865,7.207931097,4.705561884,1,1,1
866,6.987041499999999,4.4751611030000005,0,1,1
867,4.692196563,4.009006062,0,1,0
869,4.0594314680000005,4.330321564,0,1,0
870,8.389945659,3.569717312,1,1,1
871,10.69553249,4.154845328,1,1,0
872,6.791696907,2.8173913739999996,0,1,1
873,9.953952112,4.0529050689999995,1,1,0
875,4.489783796,3.7762256310000004,0,1,0
876,8.020869102999999,3.442121236,1,1,1
877,5.090035332,4.83886228,0,1,0
878,6.466874709,3.4081687919999997,0,1,0
879,6.702496216,4.267952934,0,1,1
880,5.766204134,4.47201817,0,1,0
881,6.571099217,4.555949236,0,1,1
882,8.509220049,2.519891581,1,1,0
883,5.953981878,4.071916487,0,1,0
884,5.403196492,3.871463111,0,1,0
885,5.596929951,3.5067646060000004,0,1,0
886,10.63290961,3.722454851,1,1,0
887,4.916819229,3.8367032389999998,0,1,0
888,7.1830959320000005,3.806539439,1,1,1
889,5.923441415,4.10736363,0,1,0
890,7.377036503999999,4.531658688,1,1,1
891,7.833495881,5.580829962999999,1,0,1
892,4.745764371,3.699146259,0,1,0
893,9.055825785,5.45691283,1,0,0
894,5.492155983,3.2941293660000004,0,1,0
895,4.487517479,2.7657222480000003,0,1,0
896,7.027185659,5.35304334,1,0,1
897,10.20064451,5.174719758999999,1,0,0
898,6.784279328999999,4.045547056,0,1,1
899,8.080415244,4.070824292,1,1,1
901,7.344975869,3.418763195,1,1,1
902,5.923739955,3.8844603710000003,0,1,0
903,8.285395275,5.438487907000001,1,0,1
904,5.949518764,4.072197622,0,1,0
907,5.296578804,3.918469801,0,1,0
908,10.28206797,4.572923004,1,1,0
909,7.016836112999999,4.101397991,1,1,1
910,6.871607245,4.180389312,0,1,1
912,8.274069059,2.5754230280000003,1,1,1
913,8.238878989,2.784712797,1,1,1
914,5.7911543729999995,4.1048348169999995,0,1,0
915,6.1533689570000005,4.030337485,0,1,0
916,7.303051906,4.14486994,1,1,1
917,7.592672299999999,3.341426728,1,1,1
918,6.784116115,4.072186608,0,1,1
919,5.606856131,4.070966098,0,1,0
921,4.922045466,2.291694536,0,1,0
922,5.700784947000001,3.978141279,0,1,0
924,10.67805626,4.3082569610000006,1,1,0
925,7.602121475,3.6988747689999997,1,1,1
926,8.846281957,2.925037558,1,1,0
927,6.751698586,3.756006672,0,1,1
930,5.088213197,2.600618679,0,1,0
931,6.954907217000001,3.1697149760000003,0,1,1
932,8.983811794,2.4456733880000003,1,1,0
933,9.519659984,3.9945561360000004,1,1,0
934,4.700392723999999,3.481943696,0,1,0
935,10.38613293,4.921340625,1,1,0
936,5.746529194,3.8083720060000004,0,1,0
939,10.8112895,4.416183694,1,1,0
940,8.966835973,3.6543549619999998,1,1,0
942,6.848805453,3.1300447630000003,0,1,1
943,8.861701557,3.579107242,1,1,0
944,4.252985001,3.58830042,0,1,0
945,6.729829904,4.724321913,0,1,1
946,5.924540482,4.2243425089999995,0,1,0
947,6.783888468,3.250022229,0,1,1
948,7.390896679,4.325131645,1,1,1
949,6.470151959,3.125391112,0,1,0
950,6.93039147,3.6997960360000004,0,1,1
951,9.302441188,3.675985498,1,1,0
952,7.421997644,3.603609581,1,1,1
953,6.583064856,3.7728585530000003,0,1,1
954,6.204429354,4.106807505,0,1,0
955,9.066628054,4.055421251,1,1,0
956,4.713116701000001,3.9233560360000004,0,1,0
957,10.58138599,2.966945651,1,1,0
958,7.574261237000001,3.6867589830000003,1,1,1
959,6.1387851520000005,4.6772896180000005,0,1,0
960,5.276323543999999,3.8830290410000003,0,1,0
961,6.776879087999999,3.322065007,0,1,1
962,7.239415921,4.531825295,1,1,1
963,6.552279123,3.443385019,0,1,1
964,8.408766231,2.372791477,1,1,1
965,7.986398706,4.814779191,1,1,1
966,7.366915284,3.0513165630000003,1,1,1
967,6.0627384189999995,4.369454697,0,1,0
968,7.856471099999999,4.534681098,1,1,1
969,5.15839641,4.645852435,0,1,0
971,6.39908051,2.620538023,0,1,0
972,7.394255556,4.263192772,1,1,1
973,4.443850856,5.038118946,0,0,0
974,8.247148271,3.94196926,1,1,1
975,4.902158989,3.499048523,0,1,0
976,6.86313625,4.319777195,0,1,1
977,6.66953238,1.9648630969999998,0,1,1
978,7.595669984,3.403393177,1,1,1
979,8.163076383,3.287243971,1,1,1
980,8.87027826,4.182740665,1,1,0
981,8.769676022,3.776718462,1,1,0
982,4.737391257,3.853388072,0,1,0
983,7.790874862000001,3.076214341,1,1,1
985,6.087306099999999,3.6666718030000003,0,1,0
986,7.651294226,3.2580416469999998,1,1,1
987,4.771490668999999,3.9369725730000003,0,1,0
989,5.392057607000001,2.978925445,0,1,0
990,5.4772830489999995,6.35743852,0,0,0
991,6.364155674,4.764412042,0,1,0
993,8.347949482999999,4.217861431,1,1,1
994,6.615981652,4.635709127,0,1,1
995,8.312379502999999,2.98809301,1,1,1
996,6.836224939,3.6666136860000003,0,1,1
997,6.3854708979999995,4.6817166530000005,0,1,0
998,6.490037175,2.430883294,0,1,0
1000,6.6488491860000005,4.827527398,0,1,1
1002,9.323583858,3.0066502219999998,1,1,0
1003,4.5819687280000005,4.500207625,0,1,0
1004,7.884841992999999,4.631640754,1,1,1
1005,6.168838538999999,4.435760073,0,1,0
1006,7.230845307,5.622018081,1,0,1
1008,8.693104326,2.8982230610000004,1,1,0
1010,4.797460182,4.038502789,0,1,0
1011,9.319176393,4.129230416,1,1,0
1012,7.581687577,4.457282487,1,1,1
1013,5.348213659,3.31116811,0,1,0
1014,5.487876363,4.2235764819999995,0,1,0
1016,8.315959071,2.7602125739999996,1,1,1
1017,8.551077747999999,4.04637969,1,1,0
1018,6.013160966,3.4556225410000003,0,1,0
1019,5.744067537,3.1716552080000002,0,1,0
1020,5.218989651,4.383942554,0,1,0
1022,7.458707682999999,2.938082397,1,1,1
1023,11.02787986,4.178897909,1,1,0
1024,6.72958019,4.003458052,0,1,1
1025,4.1502143,3.5023708719999997,0,1,0
1026,7.159398311,3.254926497,1,1,1
1028,6.209697437000001,3.893766831,0,1,0
1030,9.608533593999999,3.0427969439999996,1,1,0
1031,5.375895979,4.17421964,0,1,0
1032,8.69712216,4.180567593,1,1,0
1033,7.748928547999999,3.136945007,1,1,1
1034,7.117917746,4.2135679569999995,1,1,1
1035,8.31002902,4.775784922,1,1,1
1036,5.524296531,4.033391218,0,1,0
1037,10.20142576,3.964449588,1,1,0
1038,5.368125753999999,2.004142586,0,1,0
1039,8.937802408,2.8312344260000004,1,1,0
1040,8.124207826000001,4.724456578,1,1,1
1041,7.1849731189999995,3.6654106619999998,1,1,1
1042,5.499489286,5.846826957999999,0,0,0
1044,5.319769073,2.92573204,0,1,0
1045,6.369111631,2.275903461,0,1,0
1046,6.733493842000001,3.178003605,0,1,1
1047,6.883015402000001,4.102291769,0,1,1
1048,8.013516429,4.44490059,1,1,1
1049,8.272055091,5.140207743,1,0,1
1050,8.746985976,4.763730536000001,1,1,0
1051,8.154840855,3.696327575,1,1,1
1052,9.045720545,4.213700444,1,1,0
1053,8.922409559,4.0817280160000005,1,1,0
1054,5.961301572000001,4.919585047,0,1,0
1056,8.184410006,4.5990822,1,1,1
1057,7.636454091,3.3329064969999997,1,1,1
1058,7.775385592999999,3.3094717160000005,1,1,1
1059,7.617148871,2.391540006,1,1,1
1060,6.664934584,4.5021382139999995,0,1,1
1062,8.815357953,2.87588018,1,1,0
1063,7.765635562000001,3.21444964,1,1,1
1064,6.225152013,2.770822653,0,1,0
1066,8.56704382,2.804926824,1,1,0
1067,6.994194675,4.398900708999999,0,1,1
1068,3.344588533,2.575141031,0,1,0
1071,7.774468468999999,3.891097334,1,1,1
1073,7.203438848999999,6.3891610089999995,1,0,1
1074,6.150487601,3.5516558110000003,0,1,0
1076,6.767523657999999,3.300253498,0,1,1
1077,8.037430327000001,2.506238127,1,1,1
1078,8.177174974,3.3256389860000004,1,1,1
1079,6.744799075,4.86854263,0,1,1
1080,7.603775446,3.584985024,1,1,1
1081,8.546145555,3.505300168,1,1,0
1082,5.432512085,3.874425315,0,1,0
1083,7.71408936,3.182582857,1,1,1
1084,8.154531511,2.4604648669999998,1,1,1
1086,7.845879929,3.667154205,1,1,1
1087,7.156424495,2.9584147119999997,1,1,1
1088,5.694694237999999,3.8706108,0,1,0
1089,6.707685556,3.822668715,0,1,1
1090,4.775221956,3.223080865,0,1,0
1093,8.501711439,5.612295662,1,0,0
1094,7.741245059,3.741143366,1,1,1
1095,4.187490815,4.592959344,0,1,0
1097,7.808012212,4.165549906,1,1,1
1098,5.895948982999999,3.659652968,0,1,0
1099,7.269652252999999,3.789236757,1,1,1
1101,9.489600966,4.300694899,1,1,0
1102,7.457979827000001,4.497730796,1,1,1
1103,7.992320363999999,4.342796788,1,1,1
1104,7.746343115,3.6786860310000002,1,1,1
1105,8.27579563,4.72133955,1,1,1
1106,6.8799594520000005,5.688206949,0,0,1
1107,6.799375518,3.819985377,0,1,1
1108,8.167767663,3.41068554,1,1,1
1110,4.736404607,4.995601766,0,1,0
1111,5.95392389,3.968647163,0,1,0
1112,6.578998162,3.690929417,0,1,1
1113,8.775485734,4.393944466000001,1,1,0
1114,6.850302032,3.08029671,0,1,1
1115,8.757110512,3.80879301,1,1,0
1118,8.073278952,4.854312786,1,1,1
1119,5.078274175,3.6310423139999997,0,1,0
1120,7.444914015,2.571391506,1,1,1
1121,9.434005875,4.201054364,1,1,0
1122,5.905906954,2.917284056,0,1,0
1123,5.803496976,2.181714167,0,1,0
1124,7.617151922000001,3.4225434310000002,1,1,1
1125,9.008464334,3.911014707,1,1,0
1126,5.422445767999999,2.91175139,0,1,0
1127,9.778181813,4.143365319,1,1,0
1128,5.204938763,3.4395610189999997,0,1,0
1129,4.872560878,3.918005799,0,1,0
1130,7.793914804,4.220027671,1,1,1
1132,7.058182607999999,3.613834771,1,1,1
1133,7.890354274,3.209588058,1,1,1
1134,7.535700191,4.208354354,1,1,1
1135,7.202534416000001,5.7025045279999995,1,0,1
1137,8.722143777000001,3.2746286419999997,1,1,0
1138,8.352635176,3.939011353,1,1,1
1139,6.284385791,5.030712169,0,0,0
1141,9.30566048,4.485070147,1,1,0
1142,4.923178856,3.329600783,0,1,0
1143,6.14301848,5.37040341,0,0,0
1144,5.744504157000001,3.53350015,0,1,0
1145,6.616649175,3.881767178,0,1,1
1146,7.62349992,4.764995184,1,1,1
1147,7.860106422,3.4997746839999997,1,1,1
1148,7.393110152999999,4.431739047,1,1,1
1150,5.579517093,4.0439146930000005,0,1,0
1151,4.303574607,2.010537157,0,1,0
1152,7.310715696,3.57882634,1,1,1
1153,6.4177024760000005,4.046305672,0,1,0
1155,10.77431809,3.2298341589999997,1,1,0
1156,5.036453976000001,3.534665425,0,1,0
1158,10.41504401,4.209136505,1,1,0
1159,8.41860665,3.44284782,1,1,1
1160,7.808641136,2.472720325,1,1,1
1161,7.55796363,3.292270153,1,1,1
1162,11.24450714,2.929952739,1,1,0
1163,5.728823779,4.41217355,0,1,0
1164,10.48680842,3.804352132,1,1,0
1165,3.7921257319999997,4.6206855860000005,0,1,0
1166,5.716251354,3.433135385,0,1,0
1168,5.473603398,4.957822241000001,0,1,0
1170,6.770926884,4.91053382,0,1,1
1171,6.043360084,4.745247517,0,1,0
1173,6.320427822999999,4.553380743,0,1,0
1174,9.185417502,4.1866746180000005,1,1,0
1175,8.684778672,3.877349185,1,1,0
1176,7.961721463,2.286943495,1,1,1
1177,5.4841512539999995,4.43885846,0,1,0
1178,7.186931122000001,4.275645348,1,1,1
1179,5.470802484,2.962852429,0,1,0
1181,9.792727768999999,3.729120402,1,1,0
1182,3.637170625,5.446565702999999,0,0,0
1183,7.064789081,4.401627835,1,1,1
1184,6.632031569,3.38629429,0,1,1
1185,5.913956688,5.648605948999999,0,0,0
1186,9.484703254,4.132274238,1,1,0
1187,8.447404488,5.21830711,1,0,1
1188,7.727421141000001,4.60180209,1,1,1
1189,6.859323726,4.501980015,0,1,1
1190,5.846786697000001,3.3711108810000003,0,1,0
1191,6.300001767,3.709437181,0,1,0
1192,6.6464699220000005,4.387601742,0,1,1
1193,7.313446756,2.2206399230000002,1,1,1
1194,6.572656389,2.820927249,0,1,1
1195,6.002414612000001,4.315308015,0,1,0
1197,5.93605711,3.940282339,0,1,0
1198,7.591089847999999,4.531196013,1,1,1
1199,6.8757461520000005,3.397302572,0,1,1
1200,8.016279102999999,4.308222881,1,1,1
1201,8.783596632,3.4708854239999996,1,1,0
1202,6.911698241,4.616641008,0,1,1
1203,8.719240207,3.912836037,1,1,0
1204,5.974583247999999,3.721974696,0,1,0
1205,4.429378735,4.271167637,0,1,0
1208,8.215123507000001,4.511384049,1,1,1
1209,7.828740105,5.199446636,1,0,1
1210,7.949964795,3.31715245,1,1,1
1211,6.114332051,3.68040999,0,1,0
1213,7.139428272999999,3.771596492,1,1,1
1215,7.96852587,3.173879163,1,1,1
1216,6.635894307999999,4.523236866,0,1,1
1217,6.394548023,3.042496818,0,1,0
1218,6.280978207,4.599432014,0,1,0
1219,7.992026977,4.647095594,1,1,1
1220,5.0687955019999995,4.362085653,0,1,0
1222,8.151248962,2.7998833210000003,1,1,1
1223,7.582941677000001,4.164028619,1,1,1
1224,5.34411687,4.104698561,0,1,0
1225,7.871961402999999,2.938536287,1,1,1
1226,5.327023533999999,4.855821251,0,1,0
1227,10.55027327,3.951304463,1,1,0
1229,7.47102667,3.70797408,1,1,1
1230,7.943882477000001,4.111691345,1,1,1
1231,2.69083124,4.650033779,0,1,0
1232,9.13569426,3.281802196,1,1,0
1233,5.214009194,4.453525556000001,0,1,0
1234,8.649534947000001,5.229809193,1,0,0
1235,7.75667895,2.842470708,1,1,1
1236,7.104295204,5.464856802999999,1,0,1
1237,5.363362645,3.8713724889999996,0,1,0
1238,6.582499747000001,4.152014127,0,1,1
1239,6.810466517,4.402339513,0,1,1
1241,5.574116595,5.152527698,0,0,0
1242,8.555283422999999,3.687152068,1,1,0
1243,4.483402761000001,2.203840524,0,1,0
1244,3.783043638,4.402244146,0,1,0
1245,7.138374317,4.144872251000001,1,1,1
1247,7.912361027999999,2.8785156310000004,1,1,1
1249,9.128357758,3.7622226889999997,1,1,0
1250,5.271971378,4.119436475,0,1,0
1251,6.465093529,3.790523693,0,1,0
1252,8.245186596,4.125731794,1,1,1
1254,6.704791892,3.806596292,0,1,1
1255,6.430254786,4.805791534,0,1,0
1256,7.482791276,4.094746286,1,1,1
1257,5.5044523210000005,4.657360934,0,1,0
1258,7.521920636,3.1109323910000004,1,1,1
1260,8.522567732999999,3.358284405,1,1,0
1261,5.6944755460000005,4.107467119,0,1,0
1262,6.93450359,3.875238037,0,1,1
1263,6.115180039,3.69086186,0,1,0
1264,8.575673022,3.506229064,1,1,0
1265,5.6891429879999995,4.592979951,0,1,0
1267,7.2261272,4.153558901,1,1,1
1268,7.1977959920000005,3.8440132869999997,1,1,1
1269,3.8468143280000002,3.584201916,0,1,0
1270,5.896339346,5.032854921,0,0,0
1272,8.326349854,4.3952848630000005,1,1,1
1273,6.891561655,3.5619625719999997,0,1,1
1274,5.548124947000001,4.599235865,0,1,0
1276,5.386637962000001,4.320900175,0,1,0
1277,7.262534652,4.846359372,1,1,1
1278,6.257085791000001,3.994713697,0,1,0
1279,7.025504335,2.941555123,1,1,1
1280,6.584839333,3.9199545689999997,0,1,1
1281,6.565633547000001,2.770948497,0,1,1
1282,6.622102936,5.2909207160000005,0,0,1
1283,7.217392781,3.7466198239999997,1,1,1
1284,5.253907429,3.488372514,0,1,0
1285,8.131375234,3.542810748,1,1,1
1286,6.61977546,4.086920567,0,1,1
1288,6.217255307,2.08142502,0,1,0
1289,5.0199847669999995,4.089485428,0,1,0
1290,6.907379615,1.496100943,0,1,1
1291,6.313114732000001,4.1269645960000005,0,1,0
1293,7.29392925,4.403250065,1,1,1
1294,6.63036382,3.490587573,0,1,1
1295,8.015780395,3.180580187,1,1,1
1296,4.249890379,4.116347641,0,1,0
1297,4.26526964,4.900446069,0,1,0
1298,9.266840595,4.3300494689999995,1,1,0
1299,9.619456626,3.173199767,1,1,0
1300,7.086877326000001,3.992848211,1,1,1
1301,3.433874059,4.104938403,0,1,0
1302,8.436759029,2.499910135,1,1,1
1303,12.24692807,3.533243425,1,1,0
1304,7.34303194,5.288057554,1,0,1
1305,4.616438934,2.634341021,0,1,0
1306,8.307462969,4.625729242,1,1,1
1307,4.909640554,5.34532394,0,0,0
1308,7.70910636,4.23510812,1,1,1
1310,7.818274839,3.3292431660000004,1,1,1
1311,8.207458913,4.151865853,1,1,1
1312,6.958534137000001,4.1946,0,1,1
1314,4.3494399989999994,4.442711502,0,1,0
1315,6.629985036,2.5344994780000003,0,1,1
1316,8.96969739,3.983098818,1,1,0
1317,6.77105029,3.244866832,0,1,1
1318,6.724639342000001,2.921414772,0,1,1
1320,6.967270763999999,3.2724707389999996,0,1,1
1322,7.053116739,5.67199885,1,0,1
1323,7.755154227,2.7287995919999997,1,1,1
1324,8.580008559,3.195591056,1,1,0
1325,6.9017102029999995,3.0356705969999997,0,1,1
1326,7.814250247,4.104661963,1,1,1
1327,5.918953546,4.265547139,0,1,0
1328,7.021295306,3.6755579560000005,1,1,1
1330,8.132736965,2.9694339210000003,1,1,1
1331,6.057068041,4.371747854,0,1,0
1332,5.343075103,4.240031708,0,1,0
1334,5.742533063,4.272202758,0,1,0
1335,6.584813111,4.404132196,0,1,1
1336,8.070477127,3.055790475,1,1,1
1337,6.652824347999999,3.661529274,0,1,1
1338,5.506061504,2.778905951,0,1,0
1340,6.441766486000001,3.6821343410000003,0,1,0
1342,8.248703054,3.5405320039999997,1,1,1
1343,2.569243562,5.506934432,0,0,0
1344,5.664845757999999,3.5702904560000004,0,1,0
1345,8.999498939,3.695084055,1,1,0
1346,5.588537191,4.37399858,0,1,0
1347,6.265637344,3.2660286689999998,0,1,0
1348,6.922041827999999,4.242947216,0,1,1
1349,8.072612402999999,5.082206247,1,0,1
1350,8.828094375,3.7933176860000004,1,1,0
1351,8.647454007,3.624100659,1,1,0
1352,7.475536902000001,4.0155742619999995,1,1,1
1353,11.53488049,3.000096239,1,1,0
1354,6.453064802999999,3.4408588019999997,0,1,0
1355,8.192210156,3.489283078,1,1,1
1356,7.2477009820000005,3.319952678,1,1,1
1357,7.893131972999999,3.302211725,1,1,1
1358,6.164449536,3.446401194,0,1,0
1359,7.937392200000001,4.27085115,1,1,1
1360,8.281120655,3.687995064,1,1,1
1361,4.906491593,3.152344905,0,1,0
1362,8.143483376,2.572830423,1,1,1
1363,5.117913529,3.806700492,0,1,0
1364,6.449070009,3.331549948,0,1,0
1365,5.613562647,3.465088676,0,1,0
1366,5.754212967999999,5.920233915,0,0,0
1367,6.906574998,3.2827495030000002,0,1,1
1368,6.336267097,3.745724886,0,1,0
1369,8.121253676,4.428311683,1,1,1
1371,8.935115926,5.168297808,1,0,0
1372,6.45278075,3.4250650960000004,0,1,0
1373,8.458814662,3.5077085360000004,1,1,1
1374,6.930082548,4.14941371,0,1,1
1375,6.255070001,4.194199874,0,1,0
1376,5.6698187739999995,5.600458571,0,0,0
1377,7.945407487000001,5.428916724,1,0,1
1378,7.499844232,4.454476673,1,1,1
1379,4.695516141000001,4.641738491,0,1,0
1380,6.710633528,3.8632869089999997,0,1,1
1381,9.502856746,4.237345252,1,1,0
1382,4.4053271469999995,4.086867245,0,1,0
1383,6.810344849,4.115695843999999,0,1,1
1384,6.983133112999999,4.4269825439999995,0,1,1
1385,6.968131313,3.030823583,0,1,1
1386,5.76255225,2.906589212,0,1,0
1387,8.397248096,2.835794284,1,1,1
1388,8.828326658,3.052822148,1,1,0
1389,9.395842202,3.530498325,1,1,0
1390,7.593176933,3.542092644,1,1,1
1391,5.149133288,4.839176158,0,1,0
1392,4.916740541,3.6132124119999998,0,1,0
1394,7.371289877000001,4.084696775,1,1,1
1395,8.278752741,4.767722384,1,1,1
1396,10.20297155,3.2709037530000002,1,1,0
1397,4.562156483,4.822883764,0,1,0
1399,5.202672013,3.9279805760000004,0,1,0
1400,9.149733927,5.436819304,1,0,0
1401,7.615556979,4.243133734,1,1,1
1402,7.813067625,4.713719499,1,1,1
1403,7.721032687999999,4.168487102,1,1,1
1404,9.056244707000001,3.3193537369999997,1,1,0
1405,8.082657125,5.247130149,1,0,1
1406,5.84866707,4.8745342460000005,0,1,0
1407,8.470545999,2.935801995,1,1,1
1408,9.22858163,3.8391854,1,1,0
1409,8.170588045,3.9958570489999996,1,1,1
1410,6.381977105,4.99189599,0,1,0
1411,6.98981377,4.808582691,0,1,1
1412,10.3781082,3.57744746,1,1,0
1414,3.5908223639999997,4.144780873,0,1,0
1415,7.388518502999999,4.409053528,1,1,1
1416,6.966835167999999,2.9574410710000003,0,1,1
1417,6.703486853999999,4.223883711,0,1,1
1418,7.139671256000001,3.151388595,1,1,1
1419,6.64879301,5.138047828,0,0,1
1421,7.940713224,2.9901508910000003,1,1,1
1422,8.228563825,2.7819441080000002,1,1,1
1423,8.665692083,3.494032184,1,1,0
1424,5.06404246,5.122702568999999,0,0,0
1425,7.894322783,2.865031443,1,1,1
1426,7.042793877,3.965647067,1,1,1
1427,8.305063984,4.461210732,1,1,1
1428,8.268307592000001,4.405408198,1,1,1
1430,7.397562418,2.459336841,1,1,1
1431,6.36729853,2.61476606,0,1,0
1432,8.410625565,4.352295778999999,1,1,1
1433,7.098245544,4.909571475,1,1,1
1434,7.32250205,2.981649192,1,1,1
1435,5.198224971,3.807318103,0,1,0
1438,6.280905112999999,3.021288909,0,1,0
1439,6.8239301370000005,4.016144076000001,0,1,1
1440,6.629993517999999,3.155213653,0,1,1
1441,10.30157127,3.857851975,1,1,0
1442,6.123193935,5.457830951,0,0,0
1444,6.848033469,4.257037543,0,1,1
1446,6.411525836,2.2006782019999998,0,1,0
1447,5.122648455,3.5045245339999997,0,1,0
1448,3.43485576,5.389510246,0,0,0
1449,10.84813042,3.133838702,1,1,0
1450,8.725393412,4.565542154,1,1,0
1451,10.35174253,5.227609397,1,0,0
1452,8.174028131,3.9867807039999996,1,1,1
1453,8.034011917,2.452120806,1,1,1
1454,8.205541815,3.6340306680000003,1,1,1
1455,7.893818458999999,3.508503713,1,1,1
1457,5.4881354689999995,3.652991422,0,1,0
1458,8.163074031,4.128193137,1,1,1
1459,6.867000691,3.484120574,0,1,1
1460,5.821706914,3.9081988460000003,0,1,0
1461,7.451888779,3.930080761,1,1,1
1462,6.898315041,3.822307139,0,1,1
1463,7.544340114,4.435514109,1,1,1
1464,4.103867855,3.8088506939999998,0,1,0
1465,5.329938815,5.79932235,0,0,0
1466,6.962993545,4.760381755,0,1,1
1467,6.846059942,4.709374128,0,1,1
1468,6.2798421829999995,3.27858441,0,1,0
1469,6.739849727999999,4.379630439,0,1,1
1470,5.495035446,4.1154280519999995,0,1,0
1471,7.583770298999999,3.642289214,1,1,1
1472,5.8667027339999995,5.3029727310000006,0,0,0
1473,6.394980461,4.732002727,0,1,0
1474,5.82126163,4.371078785,0,1,0
1475,5.514062185,4.460362938,0,1,0
1476,6.7308836020000005,4.3591373639999995,0,1,1
1477,5.198067643,3.2950338589999997,0,1,0
1479,7.3623311870000006,3.93356497,1,1,1
1480,7.06614184,4.127599073,1,1,1
1481,5.420347747,3.75672017,0,1,0
1482,7.015332582999999,5.251223104,1,0,1
1484,6.044671752999999,4.914883756,0,1,0
1485,6.198650336,3.574172022,0,1,0
1486,7.678945067000001,3.089549648,1,1,1
1487,8.062066123,3.0400314980000003,1,1,1
1488,7.255798597,3.968177083,1,1,1
1490,6.792407469,2.505650441,0,1,1
1491,7.368165577,3.6842633830000002,1,1,1
1492,8.837786915,2.087080217,1,1,0
1493,7.108140711,4.015246444,1,1,1
1494,5.289618437,4.54810035,0,1,0
1495,7.169251038,4.533174155,1,1,1
1496,7.695049437000001,3.198879005,1,1,1
1497,8.693149901,4.687846798,1,1,0
1499,6.999764511,3.360130678,0,1,1
1500,6.897922717,4.490105279,0,1,1
1501,6.382314603999999,2.881370055,0,1,0
1502,9.917092057,3.39332538,1,1,0
1503,5.609025354,3.354890148,0,1,0
1504,6.277463093,3.1231661589999997,0,1,0
1506,7.714312672,4.42513397,1,1,1
